URI,Citation URI,Item Label,Project Label,Project URI,Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Context (7),Context URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Published Date,Updated Date,Catalogued by,Excavated by,Metal,Metal Description,Culture,References,Date Catalogued,Diameter,Date Excavated,Year Excavated,Sequence #
"http://opencontext.org/subjects/F63A24C0-5C33-4206-AA3E-58A7D9C7FD57","http://n2t.net/ark:/28722/k2ng4p42w","Coin 95-C-35","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 16","Locus 13","Seq. 16124","","http://opencontext.org/subjects/81C23A16-479E-4F47-1376-606F47BD8108","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:20Z","KM","Joseph J. Basile","AE","Bronze","Late Roman","AE 4 or small AE 3, fragment, second-half of 4th c. (possibly Valentinian epoch).   Perhaps type Salus Reipublicae (383-395CE).","6/25/2009","1.35 cm","","1995","16124"
"http://opencontext.org/subjects/BC7D84F8-0379-4AD1-6779-9E7F08DE6B8A","http://n2t.net/ark:/28722/k2ns0s93f","Coin 96-C-24","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 22","Locus 16","Seq. 22098","","http://opencontext.org/subjects/52C48AA7-1195-4B59-16B1-FE53301006FF","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:49Z","Deirdre Barrett","Leigh-Ann Bedal","AE","Bronze","Late Roman?","Undetermined:  small AE or AE 3, middle third quarter of the 4th c. CE?  Or        ancient coin:  procurator?","6/25/2009","1.35 cm","","1996","22098"
"http://opencontext.org/subjects/37CA7AB5-DF27-4C58-468D-F4700B6A277E","http://n2t.net/ark:/28722/k2v40rb0b","Coin 97-C-2","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 42","Locus 7","Seq. 42022","","http://opencontext.org/subjects/38786F48-BBDD-4276-EA19-ACDF4164208E","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:07:07Z","Deirdre Barrett","Mary Prendergast; Katrina M. Haile","AE","Bronze","Late Roman?","","6/25/2009","1.38 cm","","1997","42022"
"http://opencontext.org/subjects/8ABA0307-FF51-449A-1B59-2B67F5FA7560","http://n2t.net/ark:/28722/k25t3nb8s","Coin 98-C-171","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 12","Seq. 57379","","http://opencontext.org/subjects/174F2054-1EBE-4669-C239-A2657579613B","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:25Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Uncertain","This measurement is unreliable because the coin has foliated.  AE 4.","6/25/2009","1.45 cm","","1998","57379"
"http://opencontext.org/subjects/DAAE7404-6D8E-496E-88FE-41986438D32A","http://n2t.net/ark:/28722/k2sb4397c","Coin 96-C-59","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 22","Locus 16","Seq. 22110","","http://opencontext.org/subjects/3ADF6901-A65A-490D-2A0D-2BE78A3F64A6","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:43Z","Deirdre Barrett","Leigh-Ann Bedal","AE","Bronze","Late Roman","Probably late Roman:  AE 4 end 4th c. CE (Salus Reipublicae, 383-395 CE?)  Or city coin of the High Empire?","6/25/2009","1.16 cm","","1996","22110"
"http://opencontext.org/subjects/42D6DB41-6291-4802-4E72-B525D4D08378","http://n2t.net/ark:/28722/k2rf5rt15","Coin 96-C-51","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 37","Locus 11","Seq. 37094","","http://opencontext.org/subjects/D72A1CDD-CE87-4D64-12AC-E3BC53A233C0","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:07:14Z","Deirdre Barrett","Martha Sharp Joukowsky","AE","Bronze","Late Roman","AE 3, Valentinian epoch (Valentinian I, Valens, Gratien), period:  364 - 375 CE.","6/25/2009","1.66 cm","","1996","37094"
"http://opencontext.org/subjects/F7C70ED3-0388-4B9F-12F3-8BE8F43314D4","http://n2t.net/ark:/28722/k2sb4396w","Coin 95-C-41","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Special Project 04","Locus 30","Seq. 8618","","http://opencontext.org/subjects/0EB1000F-E1EC-4A37-8AF9-2FA77B8857B2","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:31Z","KM","Deirdre Barrett","AE","Bronze","Late Roman","Constantine or Constantine II, probably period:  324-346 CE.
The locus of this coin was misattributed and...","6/25/2009","1.00 cm","","1995","8618"
"http://opencontext.org/subjects/80DC548E-79EF-446E-B4F1-FD66CC9E47F0","http://n2t.net/ark:/28722/k26w9cn1d","Coin 02-C-21","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Propylaeum","Trench 87","Locus 7","Seq. 87536","","http://opencontext.org/subjects/D694C971-2D36-496D-F4E7-1E89F69E06E8","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-12T14:05:16Z","Deirdre Barrett","Martha Sharp Joukowsky; Amanda G. Henry","AE","Bronze","","Meshorer 116.
Between 18 - 40 CE, period of Shaqilat.","6/25/2009","","","2002","87536"
"http://opencontext.org/subjects/037F9659-8BC2-4C5E-FE83-050B72C3B593","http://n2t.net/ark:/28722/k2hx1c30v","Coin 96-C-8","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 28","Locus 2","Seq. 28028","","http://opencontext.org/subjects/7D3AB228-E443-41AE-53EB-432089FDAE40","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:56Z","Deirdre Barrett","Laurel D. Bestock","AE","Bronze","Late Roman","Small AE 3 or AE 4, end 4th c. CE, probable type:  Salus Reipublicae (383-395 CE).","6/25/2009","1.16 cm","","1996","28028"
"http://opencontext.org/subjects/3014A6F6-850D-4273-87E2-C4D6244C6118","http://n2t.net/ark:/28722/k2tt4n52x","Coin 98-C-18","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 56","Locus 1","Seq. 56027","","http://opencontext.org/subjects/8DF44026-587E-46A8-4BAC-F5FAB20AF2A1","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-11T19:14:07Z","Deirdre Barrett","Betsy F. Alderman; Katrina M. Haile","AE","Bronze","","Late 7th c. CE, early 8th c. CE.","6/25/2009","1.67 cm","","1998","56027"
"http://opencontext.org/subjects/5F1F5096-2568-4BBB-7DFD-B80017EB063B","http://n2t.net/ark:/28722/k22b91q2w","Coin 98-C-184","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Propylaeum","Trench 51","Locus 5","Seq. 51225","","http://opencontext.org/subjects/2EE41367-7E57-4E60-7A84-160A7C8C3675","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:24Z","Deirdre Barrett","Katrina M. Haile","AE","Bronze","Late Roman?","*Measurement unreliable as this is just a fragment.
Cut fragment of an AE 4?","6/25/2009","1.12 cm*","","1998","51225"
"http://opencontext.org/subjects/41E632F7-D3F9-49FA-6D9A-BDC3D79F508C","http://n2t.net/ark:/28722/k2c24x07s","Coin 95-C-43","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 21","Locus 2","Seq. 21008","","http://opencontext.org/subjects/5E680E55-9D65-483D-FD8B-02DCE8BC636E","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:07:08Z","KM","John Rucker","AE","Bronze","Late Roman","AE 3, Gloria Romanorum (8), Constantinople (1), Valentinian (Valentian I, Valens, Gratien) with * at right: ...","6/25/2009","1.7 cm","","1995","21008"
"http://opencontext.org/subjects/A1A8C19B-0C45-4472-93FC-1FE6A444974C","http://n2t.net/ark:/28722/k2kh0m99w","Coin 02-C-25","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 94","Locus 43","Seq. 89783","","http://opencontext.org/subjects/728C5B33-F0E0-46EE-E553-017A5BB5AB76","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T03:07:43Z","Deirdre Barrett","Emma Susan Libonati; José I. Fusté","AE","Bronze","Roman (Provincial?)","CE 1st century.
Probably Roman provincial.","6/25/2009","","","2002","89783"
"http://opencontext.org/subjects/8E791F3E-0DE7-4762-6DB1-E3A7ABC9BE29","http://n2t.net/ark:/28722/k2cf9qj75","Coin 06-C-13","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 120","Locus 7","Seq. 120?","","http://opencontext.org/subjects/0E83654A-1C4B-4256-330C-A92003636A24","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:20Z","Deirdre Barrett","Marshall C. Agnew; Arta Khakpour; Eleanor A. Power","AE","Bronze","Uncertain","Probably, but by no means clearly, a 4th century Roman AE4.","6/25/2009","","","2006",""
"http://opencontext.org/subjects/37CB9FEA-72C2-4868-A6AD-83001BD582AC","http://n2t.net/ark:/28722/k2514174h","Coin 98-C-65","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 57","Locus 12","Seq. 57237","","http://opencontext.org/subjects/0FDD83CD-65B4-4866-EBE1-4435884D24F4","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-09T16:42:51Z","Deirdre Barrett","Emma Susan Libonati; Mary Prendergast","AE","Bronze","Late Roman?","*Measurement unreliable due to splitting.","6/25/2009","1.26 cm","","1998","57237"
"http://opencontext.org/subjects/6B7BC00C-65A9-4EC7-1E2A-748F8392D300","http://n2t.net/ark:/28722/k2zp42c1z","Coin 05-C-17","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Special Project 105","Locus 3","Seq. SP105042","","http://opencontext.org/subjects/DF5FFF93-AF9E-43A6-EA66-9E82B62234E6","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T03:07:03Z","Deirdre Barrett","Christopher A. Tuttle","AE","Bronze","Uncertain","The coin has disintegrated during the cleaning process.   The measurements     above are from the uncleaned coin.","6/25/2009","","","2005",""
"http://opencontext.org/subjects/6BA2261C-C6B4-41B8-F1B3-7A6484EDD962","http://n2t.net/ark:/28722/k2js9pk8p","Coin 96-C-55","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 22","Locus 16","Seq. 22110","","http://opencontext.org/subjects/3ADF6901-A65A-490D-2A0D-2BE78A3F64A6","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:55Z","Deirdre Barrett","Leigh-Ann Bedal","AE","Bronze","Late Roman","AE 3, perhaps Constantine II / Constantius II?   Type undetermined.","6/25/2009","1.60 cm","","1996","22110"
"http://opencontext.org/subjects/ACD0B98F-22CF-4C52-DADB-FCFC43FA215C","http://n2t.net/ark:/28722/k2b27w35k","Coin 97-C-31","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 42","Locus 1","Seq. 42245","","http://opencontext.org/subjects/2790E0EB-07E4-4D4A-1A62-DCBB1E5C211D","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:05Z","Deirdre Barrett","Mary Prendergast; Katrina M. Haile","AE","Bronze","Uncertain","Petra, Aretas IV?","6/25/2009","0.96 cm","","1997","42245"
"http://opencontext.org/subjects/4CAA1ADD-D5C4-4F54-8030-B8D5F64A0BC4","http://n2t.net/ark:/28722/k21c20s94","Coin 05-C-01","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Special Project 110","Locus 1","Seq. SP110159","","http://opencontext.org/subjects/39ED835B-DC31-4608-F4EF-4C3F5750B8A8","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T03:07:34Z","Deirdre Barrett","Marshall C. Agnew; Eleanor A. Power","AE","Bronze","Uncertain","Very corroded.","6/25/2009","","","2005",""
"http://opencontext.org/subjects/ABA13030-E9DC-470B-6E63-9C167AC56FFD","http://n2t.net/ark:/28722/k2f76ck3z","Coin 96-C-17","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 22","Locus 8","Seq. 22066","","http://opencontext.org/subjects/5A0FF3E1-E1B8-407D-9B42-D98E47BCB659","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-11T17:13:59Z","Deirdre Barrett","Leigh-Ann Bedal","AE","Bronze","Late Roman","AE 4 or small AE 3, probably end 4th c. (period:  383 - 395CE?).","6/25/2009","1.23 cm","","1996","22066"
"http://opencontext.org/subjects/C916D2BF-A2A9-4866-6637-A71C23CADD35","http://n2t.net/ark:/28722/k2zs2rr3d","Coin 95-C-49","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 15","Locus 101","Seq. 15250","","http://opencontext.org/subjects/B8BBE325-4D62-4EF0-BA94-1ABC8BDC9B15","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-11T20:22:05Z","KM","Lamya Khalidi; Ann Harris","AE","Bronze","","Petra, Elagabalus, without countermark- cf.  Spijkerman no. 56 pl. 52.","6/25/2009","1.90 cm","","1995","15250"
"http://opencontext.org/subjects/DA629BF6-1886-4151-A178-E4C0BA9AB7F6","http://n2t.net/ark:/28722/k2rv0kc5f","Coin 06-C-72","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 127","Locus 40","Seq. 127995","","http://opencontext.org/subjects/E64091A5-DF0F-4AE9-43B7-3DA851E2EEED","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:45Z","Deirdre Barrett","Martha Sharp Joukowsky","AE","Bronze","Uncertain","Badly corroded and worn.
One raised dot is apparent on one side, and may be an indication of                    denomination.","6/25/2009","","","2006","127995"
"http://opencontext.org/subjects/3297F49B-CD08-4B69-6F09-5047E2CA5780","http://n2t.net/ark:/28722/k2t72dt2x","Coin 95-C-18","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 16","Locus 6","Seq. 16082","","http://opencontext.org/subjects/0D1CF5B1-6261-418E-522D-F0833A439286","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:58Z","KM","Josh Bell","AE","Bronze","Late Roman","AE 4, period 383-395, CE perhaps Arcadius, or Honorius, or Theodosius I, or     Valentinian II.","6/25/2009","1.2 cm","","1995","16082"
"http://opencontext.org/subjects/3C11FED5-1654-45DF-F891-5683EAA8CB20","http://n2t.net/ark:/28722/k2tb1470p","Coin 96-C-45","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 22","Locus 16","Seq. 22107","","http://opencontext.org/subjects/4AF66794-4EA5-48C3-79E8-495B86E13D39","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-11T21:08:12Z","Deirdre Barrett","Leigh-Ann Bedal","AE","Bronze","Late Roman","Late Roman (Securitas Reipublicae)?   AE period 364 - 375 CE.","6/25/2009","1.49 cm","","1996","22107"
"http://opencontext.org/subjects/6E44E01A-1A0E-4199-7357-FE3327AB18F5","http://n2t.net/ark:/28722/k2514172j","Coin 05-C-58","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 106","Locus 8","Seq. 106075","","http://opencontext.org/subjects/B7EFAA93-6E55-4ADD-4509-7B9561FE2B46","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:17Z","Deirdre Barrett","Marshall C. Agnew; Eleanor A. Power","AE","Bronze","Uncertain","Extremely small and quite thin.","6/25/2009","","","2005","106075"
"http://opencontext.org/subjects/E195DE7C-FE35-4D1D-5CC5-58718232CE55","http://n2t.net/ark:/28722/k23t9kj5v","Coin 96-C-42","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 22","Locus 16","Seq. 22107","","http://opencontext.org/subjects/4AF66794-4EA5-48C3-79E8-495B86E13D39","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:28Z","Deirdre Barrett","Leigh-Ann Bedal","AE","Bronze","Late Roman","Probably from the period 341-346 CE, Constantine II.   Mint?","6/25/2009","1.56 cm","","1996","22107"
"http://opencontext.org/subjects/F0A2F78A-7552-41DF-CCEC-0D04A5292C4A","http://n2t.net/ark:/28722/k2vx0cf8x","Coin 01-C-05","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 79","Locus 15","Seq. 79230","","http://opencontext.org/subjects/C63F0ACD-96F0-4E1E-ABC5-0A7EFC257E31","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T19:51:54Z","Deirdre Barrett","Martha Sharp Joukowsky","AE","Bronze","Uncertain","Very thin, very corroded, small disk of metal; could be a split coin or a decorative piece.
Late Roman, Byzantine?","6/25/2009","14 mm","","2001","79230"
"http://opencontext.org/subjects/FC534B7F-CB6F-4AFC-D8FD-A4B6CAF0E8B9","http://n2t.net/ark:/28722/k21z47507","Coin 96-C-20","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 22","Locus 8","Seq. 22083","","http://opencontext.org/subjects/976FDAE9-7839-4263-ADF3-915FD8C97BB6","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-14T01:52:36Z","Deirdre Barrett","Leigh-Ann Bedal","AE","Bronze","Late Roman?","AE 4 of the 5th c (second-half), or nummus of the 6th?","6/25/2009","0.91 cm","","1996","22083"
"http://opencontext.org/subjects/F6D972BA-2C3B-4CB0-7308-D333FAB73BE1","http://n2t.net/ark:/28722/k2nk3ch2r","Coin 95-C-22","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 22","Locus 4","Seq. 2228","","http://opencontext.org/subjects/EEEDB987-035F-4018-848E-58696D9BDFC7","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:50Z","KM","Leigh-Ann Bedal","AE","Bronze","Late Roman","AE 3(?) Beginning 5th. c. perhaps Arcadius, Honorius, Theodosius II (402-408  CE).","6/25/2009","1.4 cm","","1995","2228"
"http://opencontext.org/subjects/D0FC8F2F-E29B-4329-346C-0247DC63D2C4","http://n2t.net/ark:/28722/k2h70fc00","Coin 04-C-38","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 97","Locus 10","Seq. 97AA312","","http://opencontext.org/subjects/B595471B-188B-419A-D009-BBDD107B7E84","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:04Z","Deirdre Barrett","Christopher A. Tuttle","AE","Bronze","N/A","Probably not a coin.  Trapezoidal fragment, cut from a small piece of bronze.      No trace of type on either face.","6/25/2009","","","2004",""
"http://opencontext.org/subjects/47489A00-5331-465E-8CE9-5FDF0FF6D318","http://n2t.net/ark:/28722/k2v69fq4k","Coin 95-C-5","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 16","Locus 3","Seq. 16048","","http://opencontext.org/subjects/A731C933-3DAC-424F-D181-2A03CDA1FB08","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-10T05:20:04Z","Deirdre Barrett","John Rucker","AE","Bronze","Late Roman?","Roman - a small AE 4 of the 5th c. CE, worn and effaced.","6/25/2009","0.9 cm","","1995","16048"
"http://opencontext.org/subjects/FB392955-6B7B-46D9-F3F4-D911998F934F","http://n2t.net/ark:/28722/k2765gs77","Coin 02-C-70","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 94","Locus 45","Seq. 94084","","http://opencontext.org/subjects/CDA8D84B-1C81-4B7A-FDF3-98DB5C10EE5A","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-11T20:01:32Z","Deirdre Barrett","Emma Susan Libonati; José I. Fusté","AE","Bronze","Nabataean or Hasmonean?","Small coin.","6/25/2009","","","2002","94084"
"http://opencontext.org/subjects/1BAB8053-9B9F-407B-7878-1617EA88BFB6","http://n2t.net/ark:/28722/k2gh9hn27","Coin 06-C-17","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 122","Locus 5","Seq. 122104","","http://opencontext.org/subjects/5BC1B27A-B180-4E9E-4747-5C50A00FEFCF","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T03:10:15Z","Deirdre Barrett","Martha Sharp Joukowsky; Arta Khakpour","AE","Bronze","Uncertain","Worn and corroded.","6/25/2009","","","2006","122104"
"http://opencontext.org/subjects/D2D46586-A825-4F91-5B59-F40662BD7FC3","http://n2t.net/ark:/28722/k2fj2gr31","Coin 06-C-07","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 127","Locus 15","Seq. 127263","","http://opencontext.org/subjects/B71150C2-059E-48C6-A051-69BFDCB4D7EC","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T03:06:58Z","Deirdre Barrett","Martha Sharp Joukowsky","AE","Bronze","Uncertain","Very badly corroded and split
Perhaps a 4th-century CE AE4 based on weight and diameter, but in very poor   shape.","6/25/2009","","","2006","127263"
"http://opencontext.org/subjects/B56B14AB-C5C2-4FE5-0B33-D02661CF5DB7","http://n2t.net/ark:/28722/k21n8401n","Coin 98-C-71","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 59","Locus 11","Seq. 59321","","http://opencontext.org/subjects/FBCBF853-C7F6-4C99-6524-426A35E93310","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:38Z","Deirdre Barrett","Martha Sharp Joukowsky","AE","Bronze","Late Roman?","","6/25/2009","1.21 cm","","1998","59321"
"http://opencontext.org/subjects/E5036442-234B-4DF1-D61F-04150AFD565D","http://n2t.net/ark:/28722/k2jq1066s","Coin 95-C-19","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Lower Temenos","Trench 16","Locus 6","Seq. 16078","","http://opencontext.org/subjects/7FE26806-720E-4C28-5280-C35B08228E2A","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T03:07:13Z","KM","Josh Bell","AE","Bronze","Late Roman","Late Roman, probably AE 3, last quarter of 4th c. CE or beginning of 5th. c. CE.","6/25/2009","1.40 cm","","1995","16078"
"http://opencontext.org/subjects/52365425-FACB-44C5-8B1A-D27E120376BA","http://n2t.net/ark:/28722/k2jh3kd85","Coin 02-C-32","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 94","Locus 41","Seq. 89764","","http://opencontext.org/subjects/EE115B72-7835-4A2E-875A-E40AB70795D7","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-14T01:49:51Z","Deirdre Barrett","Emma Susan Libonati; José I. Fusté","AE","Bronze","Roman Empire, city coin","","6/25/2009","","","2002","89764"
"http://opencontext.org/subjects/31E9A2C7-6FA6-4926-30E6-5CCB37C4FE01","http://n2t.net/ark:/28722/k2n878b2p","Coin 02-C-66","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Upper Temenos","Trench 94","Locus 63","Seq. 94104","","http://opencontext.org/subjects/1E3BA06F-6BF3-4FE0-9585-17E59F8BB383","30.3287","35.4421","-200","360","Coin","2009-10-26T00:00:00Z","2017-02-13T03:07:40Z","Deirdre Barrett","Emma Susan Libonati; José I. Fusté","AE","Bronze","Uncertain","Cut coin.
Illegible.","6/25/2009","","","2002","94104"
"http://opencontext.org/subjects/01E388F7-622B-457B-C878-2D5BDCA1D858","http://n2t.net/ark:/28722/k25d8ts50","Coin 98-C-33","Petra Great Temple Excavations","http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857","Jordan","Petra Great Temple","Temple","Trench 59","Locus 1","Seq. 59145","","http://opencontext.org/subjects/7A0C34AC-9C43-48EC-3F3A-D035C21519E4","30.3287","35.4421","200","350","Coin","2009-10-26T00:00:00Z","2017-02-13T19:52:33Z","Deirdre Barrett","Artemis A. W. Joukowsky","AE","Bronze","Late Roman?","End 4th, beginning 5th c. CE?","6/25/2009","1.30 cm","","1998","59145"
